,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
Ugx7rwpVQA2l6LftHzd4AaABAg,Brody Doge,1 month ago,1512433170943,Shocktober is not really over ooooo,0,false,0,,,,,,,/Negative/Boredom/,Negative,0.596,Boredom,0.225
UgyG4tyjS0LaYOl71aF4AaABAg,Nessa Chantelle,1 month ago,1512433170946,How to make pear to a piece of pie,0,true,1,,,,,,,/Positive/Happiness/,Positive,0.37,Happiness,0.238
,,,,,,,,UgyG4tyjS0LaYOl71aF4AaABAg.8_9T2hgK3EB8_9TA9x-67g,Nessa Chantelle,1 month ago,1512433171273,The 23rd is my birthday please please PLEASE please please PLEASE please please,0,/Negative/Worry/,Negative,0.502,Worry,0.266
UgyXx20bk0d5oDsV9N14AaABAg,Morecanstine,1 month ago,1512433170949,the annoying orange is very varied in his annoyingness. awesome make more.,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.457,Enthusiasm,0.218
UgzJ113YifKl2pIixYF4AaABAg,Morecanstine,1 month ago,1512433170952,LOL,0,false,0,,,,,,,/Positive/Fun/,Positive,0.823,Fun,0.559
UgzFC7a5DpMpJYhG3L14AaABAg,Sherri LeClear,1 month ago,1512433170954,WHY IS THERE A REPER AHHHHHHHHHHHHHHHHHHHHHH AHA HHHHHHHHHHA,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.417,Surprise,0.888
UgxvmCSn_DO0sDlZPvt4AaABAg,Chad bailey,1 month ago,1512433172307,😂😂😂😂😂🤣😄🤣😃😂😂 (dwl) dead wid laugh,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.482,Happiness,0.3
UgwShwfwjzlzYe4i6nt4AaABAg,Andrea Ézsiásné Szecska,1 month ago,1512433172310,"this if for another episode for ask orange ""IS MARSHMELLOW A BOY A GIRL IF YOU DONT TELL ILL BURN DOWN THE WHOLE KITCHEN AND TIE YOU UP!!!!""",0,false,0,,,,,,,/Negative/Hate/,Negative,0.479,Hate,0.26
UgyVixqBUJ035ixxqsV4AaABAg,uoyrofgnimmocm'i dnomiaddaed,1 month ago,1512433172313,Do your longest wuzzup ever!!!,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.372,Happiness,0.245
UgxQYnTopoOPmZ-_NfJ4AaABAg,Noob TheDude,1 month ago,1512433172316,"My Favourite Thanksgiving food is...
ORANGE JUICE
HAHAHAH
Jk it’s just Turkey",0,false,0,,,,,,,/Negative/Sadness/,Negative,0.459,Sadness,0.241
UgxtRjYkP9FQkIKDsTJ4AaABAg,despacito meself,1 month ago,1512433172319,I love you,0,false,0,,,,,,,/Positive/Love/,Positive,0.794,Love,0.964
UgzRzZbB5s805wFCLsJ4AaABAg,Mewtwo fan,1 month ago,1512433172322,First shocktober video that's not on shocktober,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.428,Surprise,0.768
UgyByHRxEmAFX9QjqYh4AaABAg,Suppper,1 month ago,1512433172324,Why does nobody see my comment,0,false,0,,,,,,,/Negative/Worry/,Negative,0.559,Worry,0.249
UgwePaE1cuWOI0z6DC54AaABAg,Jennifer Maitland,1 month ago,1512433172328,McDonald's is my favorite thanksgiving food,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.405,Happiness,0.307
UgxaxX2RHVbGX9ukHZB4AaABAg,ReadySethGo,1 month ago,1512433172331,Turkey Turkey Turkey Turkey Turkey Turkey Turkey!! Gobble gobble gobble!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.527
UgzUzpcjgnlquJp5Iul4AaABAg,ReadySethGo,1 month ago,1512433172334,"Hey, orange! Where are my Cheese-It's? I bet squash can answer this.",0,false,0,,,,,,,/Negative/Worry/,Negative,0.395,Worry,0.235
UgyUW_GOkAiip7IVCkR4AaABAg,T-Jay Devos,1 month ago,1512433172338,"Tay
Jsiwjeirnfjfij2o1kdjktgkjsicmvcigjekvivnriwakxj itjgjsnj nvnvbsnaj cndjman jm ndhvh bsc    skaocihci kxjskqjnffufhcjxjcfi",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.427,Surprise,0.509
UgjD_ZlzKlaXuHgCoAEC,302nan nan,1 month ago,1512433172340,Hey! Orange can you make emoji rap plz 👨💭🗻🗼🗽👨😁👪😄👧💭💭😁👒👠👜👚🎀🐈🎡🎠🎢🍴🍨🍔🍹😏👧😃👩😃💭💭👒👚👢👡👠👗👛👜👝💄🎀🎁👩😃😃👨😃💭💭🎣🎱🎳⚾⛳🎾⚽🎿🏀🏂🏃🏄🏇🏆📷🗽🗻👪🗻🗼🗽👧😁😁🎡🎢🎠👪😁😁👨👨😲😲💸💸😖😖👩👩😲😲😣😣👨👨😃💭💭👮👷🎣🎱🎳⛳🎾⚽🎿🏀🏁🏂🏃🏄🏆👨😎😎🌞🌚🌞🌚👨😩😩😪😪👩😟😟😃💡💡👨👨😩😩😲😲👸👸💰💰👸😆😆👨😍😍😚💏💏😗😗💕💕👧👧😒😒😝😝💑😄😄💕💕👪👪😄😄👧👧😃😃💭💭🎆🎆🎉🎉,0,true,1,,,,,,,/Positive/Enthusiasm/,Positive,0.439,Enthusiasm,0.284
,,,,,,,,UgjD_ZlzKlaXuHgCoAEC.8_91Puj8I9F8_91bMGP0JN,302nan nan,1 month ago,1512433172671,Pppppllllllllzzzzzz ORANGE make a emoji rap tomorow plzzzzz,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.377,Empty tweets / Garbage / No sentiments,0.514
Ugyd04Gmd9mJzftW3Sp4AaABAg,Thomas Collette,1 month ago,1512433172344,Make a ask 🍊 pranksgiving edition,4,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.518,Empty tweets / Garbage / No sentiments,0.838
UgwhEbsm1SFulE1MU4R4AaABAg,Liam Watts,1 month ago,1512433172347,Rap about turkey 🍗🍗 🍖🍖   💎💎💎  👨‍👩‍👧👨‍👩‍👧    💨💨💨  😻😻😻🎩🎩🎩 🌎🌎🌍🌏     👾👾👾   🌄🌄🌄,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.425,Empty tweets / Garbage / No sentiments,0.602
UgwtAc-2gtfpoJLV7Kp4AaABAg,Liam Watts,1 month ago,1512433172351,Waaaazzzzzzzuuuuuuuuuppppppppp 2\1=4\2,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzyKZS5q_EVho325KV4AaABAg,JAYDON PLAYS,1 month ago,1512433172353,MAKE 100 MILLION KNIFES ON PEAR!,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.361,Enthusiasm,0.228
UgzT3wMAPogdgG_onYp4AaABAg,Stephen Florvil,1 month ago,1512433172356,2 questions 1 my name is always spelled wrong 2 will i turn into an onion ring,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.449,Surprise,0.713
UgxSNL7kvQbIp4NTtwJ4AaABAg,Abdullah.rabbani rabbani,1 month ago,1512433172359,can u make a game called call of fruity :modern waffle,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.403,Enthusiasm,0.268
UgyyvH_agANLJc-s82R4AaABAg,Elmyda 1527,1 month ago,1512433172362,"Guys Stop Asking For Likes! 
Like If You Agree!!! 






This Is Just A Joke Don't Take It Seriously ._.",2,false,0,,,,,,,/Negative/Hate/,Negative,0.4,Hate,0.265
Ugxzgy1T8ZRMugnDSOd4AaABAg,slitherwąż,1 month ago,1512433172365,HAPPY THANKSGIVING ORANGE ♥♥♥,2,false,0,,,,,,,/Positive/Love/,Positive,0.582,Love,0.302
UgwWnZdCpYPOtNtepkB4AaABAg,slitherwąż,1 month ago,1512433173234,Kosa,1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgzG8Tsld3nGBb706b14AaABAg,slitherwąż,1 month ago,1512433173239,kosa,1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugw0nXWfS0ymPZ9c7ZV4AaABAg,Kinder Parkin Leepung,1 month ago,1512433173243,55555555555+,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgxzPNftooBGFoilZmZ4AaABAg,Sean Gabriel,1 month ago,1512433173246,Orange can you bring pear close to alice???!!!,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.645,Surprise,0.595
UgwhzUSTdqrkp58ba7N4AaABAg,Geyonni James,1 month ago,1512433173252,who else love the show and the channel :),1,false,0,,,,,,,/Positive/Love/,Positive,0.519,Love,0.501
UgzTjIlkbFXlb47gOQF4AaABAg,Plushy Ant//Green Vlogs//Xbox Gam!ng,1 month ago,1512433173256,i️ want all the joke Annoying Orange have,0,false,0,,,,,,,/Negative/Worry/,Negative,0.494,Worry,0.206
UgzfXQgrkQvO6uIT2W94AaABAg,Ashlynn’s And Brandon,1 month ago,1512433173266,You guys should had made orange throws on pilgrimage reaper,0,true,1,,,,,,,/Positive/Happiness/,Positive,0.501,Happiness,0.252
,,,,,,,,UgzfXQgrkQvO6uIT2W94AaABAg.8_7qbYfLE3q8_87-_belwC,Applesareyum,1 month ago,1512433173666,i know right! subscribe for a subscribe? :),0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.401,Empty tweets / Garbage / No sentiments,0.568
UgwJWFzfrJv3_jZ-GzZ4AaABAg,Touge S14,1 month ago,1512433173270,When his views drop from 5m to 200k I think its time to put Annoying Orange to rest,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.417,Surprise,0.58
Ugiuwv7kI2AL2HgCoAEC,Dian Indriyati,1 month ago,1512433173275,You are zombie,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.396,Surprise,0.689
UgyoDDNDbms286gq-eJ4AaABAg,xxStevexx Gamerxx,1 month ago,1512433173281,The Kecthap The Kecthap !!!!!!!!!!!!!!! It's means(Blood),1,false,0,,,,,,,/Positive/Fun/,Positive,0.505,Fun,0.295
UgwgrCFdmAD2QtvLELd4AaABAg,coolest kid,1 month ago,1512433173289,I have been watching you for 6 years,1,true,1,,,,,,,/Neutral/Surprise/,Neutral,0.516,Surprise,0.783
,,,,,,,,UgwgrCFdmAD2QtvLELd4AaABAg.8_7lVSpdiCp8_878UMekxB,Applesareyum,1 month ago,1512433173655,whoa i have only been watching for 2years! thats cool subscribe for a subscribe? :),0,/Positive/Happiness/,Positive,0.534,Happiness,0.261
UgxYpqqhdxMAhZ8Y-hx4AaABAg,coolest kid,1 month ago,1512433173295,Ask orange where is your dad,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.498,Empty tweets / Garbage / No sentiments,0.584
Ugz20h3wBF9msYLbB514AaABAg,Robert Payne,1 month ago,1512433173303,my favorite thanksgiving food is ANNOYING ORANGE!,0,true,1,,,,,,,/Negative/Anger/,Negative,0.44,Anger,0.295
,,,,,,,,Ugz20h3wBF9msYLbB514AaABAg.8_7lCWmb8Yy8_87CZrSsLf,Applesareyum,1 month ago,1512433173646,haha your funny ! subscribe for a subscribe? :),0,/Positive/Fun/,Positive,0.754,Fun,0.339
UgzXbMm4rfRLjYv-_mR4AaABAg,Gamer fluttershy 123,1 month ago,1512433173308,Wait?...  SHOCKTOBER IS STILL HER!!!!  😱🎃🎃🎃🎉🎉🎉🎉🎉🎃🎃🎃🎃🎃🎉🎉🎉🎉🎉,1,false,0,,,,,,,/Negative/Boredom/,Negative,0.357,Boredom,0.308
Ugzr-Bb80j6skoZeVxh4AaABAg,the delivery boy,1 month ago,1512433173313,Rap about me🐒🐵🐘🐍🐄🍦🍩🍫🌵    🍊🔪,1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.37,Empty tweets / Garbage / No sentiments,0.554
UgznM8m-INMDBJVjEwJ4AaABAg,The One True Phish,1 month ago,1512433173316,How do you still have 6 million subs?,1,false,0,,,,,,,/Negative/Worry/,Negative,0.444,Worry,0.282
UgzMT0m8KZnmAP4tHvR4AaABAg,Brandon Palacios,1 month ago,1512433173319,Its sad to see a channel that i use to see when i was like 6 years old ... to see it die :(,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.409,Sadness,0.284
Ugx9yNNHjXYX4_VRnvl4AaABAg,전전기윤,1 month ago,1512433173324,777th,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgyOxg4b73I-6IkyByJ4AaABAg,Jo Jo Lumpkin,1 month ago,1512433173327,it is so funny,0,true,1,,,,,,,/Positive/Fun/,Positive,0.501,Fun,0.353
,,,,,,,,UgyOxg4b73I-6IkyByJ4AaABAg.8_7YIkqH31A8_87F_JBD2X,Applesareyum,1 month ago,1512433173704,it is! sub for a sub?,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.397,Empty tweets / Garbage / No sentiments,0.72
UghM1gdyIACs13gCoAEC,shantaysa patterson,1 month ago,1512433173332,Turkeys,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.527
Ugxv4DBU45Fw1-2v9ZJ4AaABAg,Jassmine Figueroa,1 month ago,1512433175690,Hats off to this video! ;),3,false,0,,,,,,,/Positive/Happiness/,Positive,0.46,Happiness,0.266
UgzJvFaCA9hQV_AYX2l4AaABAg,Nineteen The Weird Alien Number Thing,1 month ago,1512433175692,Oh YESSSSSS,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.49,Happiness,0.279
Ugxj9xQlpS-aQxcKh8R4AaABAg,alquan tv,1 month ago,1512433175695,My faviorte food is stuffing,0,true,1,,,,,,,/Negative/Worry/,Negative,0.519,Worry,0.231
,,,,,,,,Ugxj9xQlpS-aQxcKh8R4AaABAg.8_7S3cPjeEj8_87Ib-3s2y,Applesareyum,1 month ago,1512433176092,me too! subscribe for a subscribe? :),0,/Negative/Worry/,Negative,0.375,Worry,0.218
UgxLWgeWFhoKkO_N4yd4AaABAg,Adrian Tempzen,1 month ago,1512433175698,On the annoying Adrian Lulu Lulu Lulu Lulu Lulu Lulu,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.402,Empty tweets / Garbage / No sentiments,0.709
UgxqZX0iEwCvNCcw_w54AaABAg,Luis Castillo,1 month ago,1512433175701,How 2 survive a purge,0,false,0,,,,,,,/Negative/Worry/,Negative,0.394,Worry,0.23
UgxTt-wLAg7jPcGSIv94AaABAg,jeffery hudson,1 month ago,1512433175704,play GTA 5 and do a motorcycle with a rocket,0,false,0,,,,,,,/Positive/Fun/,Positive,0.442,Fun,0.369
Ugx0SVwVCVDdpgqdD294AaABAg,Nam Jun,1 month ago,1512433175706,Is Not Scary Hehe!!! 😄😄😄😄😄😄,1,false,0,,,,,,,/Negative/Anger/,Negative,0.472,Anger,0.273
UgwWgdNX_2imZC0erod4AaABAg,NICHOLAS DAVIS,1 month ago,1512433175710,HI ORANGE IVE WATCHED ALMOST  ALL YOUR VIDEOS YA KNOW ALL THOSE GUYS YA VERSED IN THE PAST WHY DON'T YA DO IT AGAIN,0,false,0,,,,,,,/Positive/Fun/,Positive,0.427,Fun,0.267
Ugz0YxsQpAI1mcPJkgF4AaABAg,RagingGamerKid //RGK,1 month ago,1512433175712,MAKE A NEW THANKSGIVING INTRO!!!,1,true,1,,,,,,,/Positive/Happiness/,Positive,0.535,Happiness,0.249
,,,,,,,,Ugz0YxsQpAI1mcPJkgF4AaABAg.8_7G6BwTaoe8_7GGeo7VvD,Alexis Aguilar,1 month ago,1512433176116,RagingGamerKid //RGK ok,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.487,Empty tweets / Garbage / No sentiments,0.731
Ugw8As9Lr3qLXCnyrBZ4AaABAg,kk Gaming,1 month ago,1512433175715,My favorite thanks ghiving food is yams,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.546,Happiness,0.411
Ugybwkrjq_owZPY4B_54AaABAg,Spookeh Vegeta,1 month ago,1512433175718,Cashews :3 nom nom,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.647,Happiness,0.318
UgxCgVRrDfqYwczFOdF4AaABAg,Crystal Sapphire,1 month ago,1512433175720,Steven from Steve univers coped little apple. Is it copyright !?🤔🤔,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.565,Surprise,0.633
Ugxv6_6KUoBYtBv9Jqd4AaABAg,superJackfellow,1 month ago,1512433175723,A to the o I like Turkey,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.382,Empty tweets / Garbage / No sentiments,0.52
Ugwal31oSiaDbcC8BLV4AaABAg,Tyson Webster,1 month ago,1512433175726,Ooooo creative,0,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.435,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugwal31oSiaDbcC8BLV4AaABAg.8_77JaTEUR98_87NKnjr6L,Applesareyum,1 month ago,1512433176074,subscribe for a subscribe? :),0,/Positive/Fun/,Positive,0.377,Fun,0.23
UgzKljbNvzkJhnKA2nl4AaABAg,David,1 month ago,1512433175729,"Hey! Hey Orange, Hey!",1,true,1,,,,,,,/Positive/Enthusiasm/,Positive,0.474,Enthusiasm,0.407
,,,,,,,,UgzKljbNvzkJhnKA2nl4AaABAg.8_73nBhSy0_8_73oFpaTOP,David,1 month ago,1512433176083,Hey orange!,0,/Neutral/Surprise/,Neutral,0.423,Surprise,0.511
Ugy-ARqoy4px12gQyYd4AaABAg,Foxy Tv ze geek,1 month ago,1512433175732,orange play job simulator there's an update,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.447,Surprise,0.756
Ugzi579xfp2_Zfiz4fh4AaABAg,Dean Johnson,1 month ago,1512433175736,on the next ask orange video obviously,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.58,Empty tweets / Garbage / No sentiments,0.576
Ugz7NUegGRpHHDO289R4AaABAg,Dean Johnson,1 month ago,1512433175739,ORANGE!!!!! PEGASUS!!!!!!,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.44,Happiness,0.293
UgxxgR5xuz9pQ61Vig54AaABAg,Dean Johnson,1 month ago,1512433175741,ORANGE!!!!! turn into butt man and blow up the kitchen if marshmallow refuses to tell you marshmallow's gender,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.368,Surprise,0.738
Ugx9hhenSlQiX6a6rxV4AaABAg,Dean Johnson,1 month ago,1512433175743,ORANGE! DRESS UP AS BUTTMAN AND MAKE MARSHMALLOW TELL YOU WHAT MARSHMALLOW'S GENDER AND IF MARSHMALLOW REFUSES THEN BLOW UP THE KITCHEN!!!!!!!!!! :-) :-) :-) :-) :-) :-) :-),0,false,0,,,,,,,/Negative/Hate/,Negative,0.364,Hate,0.235
UgycVeTKR-92vKU7x2d4AaABAg,jo jones,1 month ago,1512433176970,do darker more edgy videos,0,true,4,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.469,Empty tweets / Garbage / No sentiments,0.843
,,,,,,,,UgycVeTKR-92vKU7x2d4AaABAg.8_71tMH-osX8_87Oy0iIsz,Applesareyum,1 month ago,1512433177547,subscribe for a subscribe? :),0,/Positive/Fun/,Positive,0.377,Fun,0.23
,,,,,,,,UgycVeTKR-92vKU7x2d4AaABAg.8_71tMH-osX8_8xESSv9iH,jo jones,1 month ago,1512433177550,+Applesareyum no sorry,0,/Negative/Sadness/,Negative,0.982,Sadness,0.266
,,,,,,,,UgycVeTKR-92vKU7x2d4AaABAg.8_71tMH-osX8_CEX3OExZ6,Applesareyum,1 month ago,1512433177552,thats okay have a nice day :),0,/Positive/Happiness/,Positive,0.584,Happiness,0.28
,,,,,,,,UgycVeTKR-92vKU7x2d4AaABAg.8_71tMH-osX8_CEgnCzpwZ,jo jones,1 month ago,1512433177555,"+Applesareyum thank you, you to",0,/Positive/Love/,Positive,0.647,Love,0.346
Ugw1n3rCodE1pKqvsBt4AaABAg,EmoGirl 2006,1 month ago,1512433176974,I'll be a LITTLE excited if little apple was a LITTLE more nice!🍎,0,true,3,,,,,,,/Positive/Happiness/,Positive,0.646,Happiness,0.415
,,,,,,,,Ugw1n3rCodE1pKqvsBt4AaABAg.8_7-TAuEz9N8_87SF-9fjH,Applesareyum,1 month ago,1512433177416,im a nice apple! subscribe for a subscribe? :),1,/Positive/Happiness/,Positive,0.571,Happiness,0.281
,,,,,,,,Ugw1n3rCodE1pKqvsBt4AaABAg.8_7-TAuEz9N8_87wXlwxCd,EmoGirl 2006,1 month ago,1512433177419,Applesareyum ok,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.487,Empty tweets / Garbage / No sentiments,0.731
,,,,,,,,Ugw1n3rCodE1pKqvsBt4AaABAg.8_7-TAuEz9N8_881ryzj8_,Applesareyum,1 month ago,1512433177423,done :),1,/Positive/Relief/,Positive,0.512,Relief,0.395
Ugw5G12yT3P6OH8EAAF4AaABAg,GUMBALL AND DARWEN,1 month ago,1512433176978,👏👏👏👌👌👍👍,1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgyDShCi1mvE7eavo-Z4AaABAg,GoldenSniper Warrior,1 month ago,1512433176980,Do more butt man plz!!!!! I'm begging you it's so funny,0,false,0,,,,,,,/Positive/Fun/,Positive,0.515,Fun,0.286
UgzCtH-1KoS94JXEWhR4AaABAg,alex hagen,1 month ago,1512433176984,Mine is sweet potatos,0,false,0,,,,,,,/Positive/Fun/,Positive,0.462,Fun,0.269
Ugygx7cEC-klyUVubFF4AaABAg,Augusto Marini,1 month ago,1512433176987,1,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgwkFVhUbBo6IdsuboR4AaABAg,AlyssaXGamer95,1 month ago,1512433176990,Orange can you cosplay as Sailor Moon? #AskOrange,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.399,Surprise,0.699
UgzBPJRUCkm8qvZEubJ4AaABAg,Gizem Dünyası TV,1 month ago,1512433177031,#MoreSHOCKTOBER,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.365,Sadness,0.233
Ugxq36Xl7USXxSKVsKJ4AaABAg,Nakwo Mohamed,1 month ago,1512433177034,More buttman,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.417,Enthusiasm,0.312
UgwLS78UpByz1hUGMxN4AaABAg,Johnny Hall,1 month ago,1512433177037,3:22 What was that soundtrack playing just now?,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.434,Surprise,0.886
UgyKnhnGtarNk_56l6d4AaABAg,Al ex,1 month ago,1512433177040,The same toaster at 0:11,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.434,Empty tweets / Garbage / No sentiments,0.734
Ugy-AYERLrGTwpiyMOR4AaABAg,Zain Adhami,1 month ago,1512433177044,Watch out thanksgiving  is coming,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.523,Surprise,0.737
Ugx11788QhGBeCIh6WF4AaABAg,Teresa P.,1 month ago,1512433177046,Hey orange the Carolina reaper next shocktober,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.388,Surprise,0.648
UgwuO7tWtvzmEKDZnaZ4AaABAg,Ethan Lundgren,1 month ago,1512433177049,Make a roblox video of meep city please,0,false,0,,,,,,,/Negative/Worry/,Negative,0.376,Worry,0.272
UgwK1-Zee20d5OC2_X94AaABAg,Tigest Festa,1 month ago,1512433177052,How much tnt can you blow,0,false,0,,,,,,,/Positive/Fun/,Positive,0.46,Fun,0.264
UgxMmNz3YqqBBsr96al4AaABAg,Jayden plush production,1 month ago,1512433177055,My favorite Thanksgiving food is Turkey,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.412,Happiness,0.336
UgwLZkubvcitnBR1Q3x4AaABAg,hahahaha hahahaha,1 month ago,1512433177058,Week you seem pillGRUMpy,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.409,Surprise,0.579
UgxSo3UXWQfuRNIoPLZ4AaABAg,Wwe Fan girl,1 month ago,1512433177061,😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgyvNxhvnycM82v4RSt4AaABAg,LOL ME PIIRRETÄÄN JEE,1 month ago,1512433177063,orange du poop or rainbow poop...,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.409,Empty tweets / Garbage / No sentiments,0.661
UgynR1tTlLf7gxoHoy54AaABAg,Ava W,1 month ago,1512433177066,Annoying Orange where is Eric the strawberry?,0,true,1,,,,,,,/Negative/Worry/,Negative,0.421,Worry,0.211
,,,,,,,,UgynR1tTlLf7gxoHoy54AaABAg.8_6eNfuwMki8_87XZ7BSdn,Applesareyum,1 month ago,1512433177385,im wondering that too! subscribe for a subscribe? :),0,/Positive/Happiness/,Positive,0.413,Happiness,0.249
UgwbbqICanMxxDX6nLx4AaABAg,Eric Lopez,1 month ago,1512433178215,How2 make nightmares,0,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.376,Enthusiasm,0.237
UgyUHj-ltY-okZ3-Rsp4AaABAg,Brendan Finkin,1 month ago,1512433178218,"Annoying Orange channel, you are evil",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.375,Surprise,0.503
UgxcIhjqUHaDwVPjVb14AaABAg,Matthew Lim,1 month ago,1512433178222,Pear is right Orange. Don't eat those cashews!,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.374,Empty tweets / Garbage / No sentiments,0.647
UgwXG3Vw9wsUq_GluMd4AaABAg,GAMINGWAR David so,1 month ago,1512433178224,That angel of moon cake is roasted...,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.386,Surprise,0.698
UgwCAha4EFGqZ-ju9iV4AaABAg,Dylan Irvine Fuandi,1 month ago,1512433178227,I love orange pears and apple,0,false,0,,,,,,,/Positive/Love/,Positive,0.749,Love,0.531
Ugya6Z9SPBEPPhTbR1J4AaABAg,Dylan Irvine Fuandi,1 month ago,1512433178230,I l9ve orange pears and marshmello,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.445,Surprise,0.51
UgxJbnpKG1jbHjqOUyd4AaABAg,RK,1 month ago,1512433178233,turkey,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.527
UgzpyDSVO9N_fIdKI6V4AaABAg,RK,1 month ago,1512433178235,turkey,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.527
UgzM5cKu1BDTx1E1QF94AaABAg,Ninja kid Nine,1 month ago,1512433178238,Hay orange why didn't the skeleton go to the disco because he had no body to go with,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.561,Sadness,0.224
Ugz0EmSM3401JPJ_se14AaABAg,Nora Mercado,1 month ago,1512433178241,Nice music in the end card. 😀,0,false,0,,,,,,,/Positive/Relief/,Positive,0.472,Relief,0.301
