"","X","user","com","degree","outdegree","uw_outdegree","indegree","betweenness","closeness","eigen","trollreply","trollid","density","N","weak_comp","stron_comp","modularity","activity","weight","response","trollcumresp","dens.re","mod.re","comcumresp","comrespbef","trollrespbef","inteactiontroll","interactioncom","anger","disgust","fear","joy","sadness"
"121",121,"Daniel Perez",2,2,1,1,1,0,0.003257329,1.891198123,1,1,0.058479532,19,2,17,0.2775,1,1,1,5,0.009604446,-0.066279755,7,0,0,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"122",122,"deepfriedchocobo",2,2,2,2,0,0,0.003267974,-0.414284791,0,1,0.058479532,19,2,17,0.2775,2,0,0,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"123",123,"diamond ross 720",2,5,0,0,5,0,0.002923977,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"124",124,"DIZZY KNUTSAK",2,1,0,0,1,0,0.002923977,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"125",125,"Egg Head",2,5,0,0,5,0,0.002923977,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"126",126,"Hal Jordan",2,2,2,2,0,0,0.003267974,-0.414284791,0,1,0.058479532,19,2,17,0.2775,2,0,0,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"127",127,"Jessman9000",2,1,1,1,0,0,0.003448276,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,1,1,5,0.009604446,-0.066279755,7,1,1,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"128",128,"John Oudeis",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,2,2,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"129",129,"Logic beats Speculation",2,1,0,0,1,0,0.002923977,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,2,2,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"130",130,"Lori Cataldi",2,3,1,1,2,2,0.003257329,1.891198123,1,1,0.058479532,19,2,17,0.2775,1,1,1,5,0.009604446,-0.066279755,7,2,2,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"131",131,"metube",2,3,3,3,0,0,0.003937008,-0.414284791,0,1,0.058479532,19,2,17,0.2775,3,1,1,5,0.009604446,-0.066279755,7,3,3,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"132",132,"Mr407Mike",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,4,4,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"133",133,"Mr420Spy",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,4,4,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"134",134,"Not Sure",2,7,2,2,5,9,0.003267974,2.846160414,0,1,0.058479532,19,2,17,0.2775,3,0,0,5,0.009604446,-0.066279755,7,4,4,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"135",135,"orion khan",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,4,4,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"136",136,"Sarah Kratky",2,1,1,1,0,0,0.003448276,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,1,1,5,0.009604446,-0.066279755,7,4,4,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"137",137,"TheUhhoh",2,1,1,1,0,0,0.00308642,-0.414284791,0,1,0.058479532,19,2,17,0.2775,1,0,0,5,0.009604446,-0.066279755,7,5,5,0,0,"0.135267","0.025773","0.29071","0.100532","0.219861"
"138",138,"Aaron Humphreys",2,1,1,1,0,0,0.002762431,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"139",139,"Bill Anderson",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"140",140,"cne08",2,1,1,1,0,0,0.002754821,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"141",141,"Daniel Perez",2,2,1,1,1,0,0.002624672,2.017755085,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"142",142,"deepfriedchocobo",2,2,2,2,0,0,0.002631579,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,2,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"143",143,"diamond ross 720",2,5,0,0,5,0,0.002380952,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"144",144,"DIZZY KNUTSAK",2,1,0,0,1,0,0.002380952,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"145",145,"Egg Head",2,5,0,0,5,0,0.002380952,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"146",146,"Hal Jordan",2,4,2,2,2,4,0.002631579,-0.391739477,1,2,0.052380952,21,2,19,0.355371901,2,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"147",147,"Jessman9000",2,1,1,1,0,0,0.002762431,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"148",148,"John Oudeis",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"149",149,"Logic beats Speculation",2,1,0,0,1,0,0.002380952,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"150",150,"Lori Cataldi",2,3,1,1,2,2,0.002624672,2.017755085,0,2,0.052380952,21,2,19,0.355371901,2,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"151",151,"metube",2,3,3,3,0,0,0.00310559,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,3,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"152",152,"Mr407Mike",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"153",153,"Mr420Spy",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"154",154,"Not Sure",2,7,2,2,5,9,0.002631579,3.015800411,0,2,0.052380952,21,2,19,0.355371901,3,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"155",155,"orion khan",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"156",156,"Sarah Kratky",2,1,1,1,0,0,0.002762431,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"157",157,"Shar L",2,1,1,1,0,0,0.002762431,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"158",158,"TheUhhoh",2,1,1,1,0,0,0.0025,-0.391739477,0,2,0.052380952,21,2,19,0.355371901,1,0,0,0,0.00482544,0.005714024,7,5,0,0,0,"0.194395","0.138474","0.025728","0.538862","0.171556"
"159",159,"Aaron Humphreys",2,1,1,1,0,0,0.002262443,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"160",160,"Alexander Jones",2,1,0,0,1,0,0.001976285,-0.372532091,1,3,0.045454545,23,3,21,0.396975425,0,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"161",161,"Bill Anderson",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"162",162,"cne08",2,1,1,1,0,0,0.002257336,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"163",163,"Daniel Perez",2,2,1,1,1,0,0.002159827,2.137046741,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"164",164,"deepfriedchocobo",2,2,2,2,0,0,0.002164502,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,2,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"165",165,"diamond ross 720",2,5,0,0,5,0,0.001976285,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"166",166,"DIZZY KNUTSAK",2,1,0,0,1,0,0.001976285,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"167",167,"Egg Head",2,5,0,0,5,0,0.001976285,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"168",168,"Hal Jordan",2,4,2,2,2,4,0.002164502,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,2,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"169",169,"Jessman9000",2,1,1,1,0,0,0.002262443,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"170",170,"John Oudeis",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"171",171,"Logic beats Speculation",2,1,0,0,1,0,0.001976285,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"172",172,"Lori Cataldi",2,3,1,1,2,2,0.002159827,2.137046741,0,3,0.045454545,23,3,21,0.396975425,2,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"173",173,"metube",2,3,3,3,0,0,0.002512563,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,3,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"174",174,"Mr407Mike",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"175",175,"Mr420Spy",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"176",176,"Not Sure",2,7,2,2,5,9,0.002164502,3.176548329,0,3,0.045454545,23,3,21,0.396975425,3,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"177",177,"orion khan",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"178",178,"Sarah Kratky",2,1,1,1,0,0,0.002262443,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"179",179,"Shar L",2,1,1,1,0,0,0.002262443,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"180",180,"TheUhhoh",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"181",181,"Timothy McCaskey",2,1,1,1,0,0,0.002066116,-0.372532091,0,3,0.045454545,23,3,21,0.396975425,1,0,0,0,-0.000781392,0.041439427,7,5,0,0,0,"0.208934","0.640669","0.109775","0.02251","0.253345"
"182",182,"Aaron Humphreys",2,1,1,1,0,0,0.001886792,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,5,0,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"183",183,"Alexander Jones",2,2,1,1,1,3,0.001886792,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,5,0,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"184",184,"Bill Anderson",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,5,0,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"185",185,"Bumblebee Tuna",2,2,3,1,1,0,0.001730104,3.571956118,4,4,0.043333333,25,3,22,0.536420395,3,3,1,1,-0.00158303,0.175006276,7,5,0,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"186",186,"cne08",2,1,1,1,0,0,0.001883239,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"187",187,"Daniel Perez",2,2,1,1,1,0,0.001808318,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"188",188,"deepfriedchocobo",2,2,2,2,0,0,0.001811594,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,2,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"189",189,"diamond ross 720",2,5,0,0,5,0,0.001666667,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"190",190,"DIZZY KNUTSAK",2,1,0,0,1,0,0.001666667,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"191",191,"Egg Head",2,5,0,0,5,0,0.001666667,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"192",192,"Hal Jordan",2,5,2,2,3,8,0.001811594,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,2,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"193",193,"Jessman9000",2,1,1,1,0,0,0.001886792,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"194",194,"John Oudeis",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"195",195,"Logic beats Speculation",2,1,0,0,1,0,0.001666667,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"196",196,"Lori Cataldi",2,3,1,1,2,2,0.001808318,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,2,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"197",197,"metube",2,3,3,3,0,0,0.002074689,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,3,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"198",198,"Mr407Mike",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"199",199,"Mr420Spy",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"200",200,"Not Sure",2,7,2,2,5,9,0.001811594,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,3,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"201",201,"orion khan",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"202",202,"Red Hood",2,2,4,1,1,0,0.001727116,3.054803978,0,4,0.043333333,25,3,22,0.536420395,4,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"203",203,"Sarah Kratky",2,1,1,1,0,0,0.001886792,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"204",204,"Shar L",2,1,1,1,0,0,0.001886792,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"205",205,"TheUhhoh",2,1,1,1,0,0,0.001736111,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"206",206,"Timothy McCaskey",2,1,1,1,0,0,0.001964637,-0.288120004,0,4,0.043333333,25,3,22,0.536420395,1,0,0,1,-0.00158303,0.175006276,7,6,1,0,0,"0.401988","0.384825","0.058998","0.104298","0.319681"
"207",207,"Aaron Humphreys",2,1,1,1,0,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"208",208,"Alexander Jones",2,2,2,1,1,0,0.001106195,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"209",209,"Bill Anderson",2,4,5,3,1,0,0.00118624,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,5,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"210",210,"Bumblebee Tuna",2,3,5,2,1,3,0.001145475,3.972819793,0,5,0.044354839,32,2,26,0.442181926,5,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"211",211,"cne08",2,2,2,2,0,0,0.001148106,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"212",212,"Daniel Perez",2,2,1,1,1,0,0.001074114,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"213",213,"deepfriedchocobo",2,2,2,2,0,0,0.001075269,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"214",214,"diamond ross 720",2,5,0,0,5,0,0.001008065,-0.082443774,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"215",215,"DIZZY KNUTSAK",2,1,0,0,1,0,0.001008065,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"216",216,"Egg Head",2,7,0,0,7,0,0.001008065,-0.082443774,2,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"217",217,"Hal Jordan",2,12,2,2,10,23,0.001075269,0.658631302,0,5,0.044354839,32,2,26,0.442181926,3,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"218",218,"J Briggs",2,2,1,1,1,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"219",219,"Jessman9000",2,1,1,1,0,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"220",220,"John Oudeis",2,1,1,1,0,0,0.001040583,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"221",221,"Logic beats Speculation",2,1,0,0,1,0,0.001008065,-0.295878698,1,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"222",222,"Lori Cataldi",2,3,1,1,2,2,0.001074114,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"223",223,"metube",2,5,5,4,1,9,0.001236094,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,5,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"224",224,"Mr407Mike",2,2,3,2,0,0,0.001270648,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,3,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"225",225,"Mr420Spy",2,1,1,1,0,0,0.001040583,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"226",226,"Not Sure",2,7,2,2,5,13,0.001075269,-0.295878698,1,5,0.044354839,32,2,26,0.442181926,3,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"227",227,"orion khan",2,1,1,1,0,0,0.001040583,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"228",228,"OutlawRebel117",2,2,2,2,0,0,0.001149425,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,2,0,0,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"229",229,"PIXI PIXI",2,3,1,1,2,5,0.001228501,-0.295878698,1,5,0.044354839,32,2,26,0.442181926,1,1,1,1,0.004056985,0.060194381,7,6,0,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"230",230,"Praxis",2,2,1,1,1,0,0.001183432,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"231",231,"Red Hood",2,2,5,1,1,0,0.001124859,3.522161302,0,5,0.044354839,32,2,26,0.442181926,5,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"232",232,"Sarah Kratky",2,1,1,1,0,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"233",233,"scotaloo7 7g7",2,6,5,3,3,7,0.001189061,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,5,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"234",234,"Shar L",2,1,1,1,0,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"235",235,"Storm Bey",2,1,1,1,0,0,0.001109878,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"236",236,"TheUhhoh",2,1,1,1,0,0,0.001040583,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,1,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
"237",237,"Timothy McCaskey",2,3,3,3,0,0,0.00128041,-0.295878698,0,5,0.044354839,32,2,26,0.442181926,3,0,0,1,0.004056985,0.060194381,7,7,1,0,0,"0.165756","0.520677","0.12662","0.528723","0.634462"
